feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,label
1.3355927492656832,-0.6973233994292792,-0.20550447246761583,1.4362939943360944,-0.4169788148121637,-1.198678593064559,1.1966634460554597,1.0891867437099019,1
1.2501284987303802,0.9222735369048032,3.0723487976611765,-2.0700433583106124,-1.1279387030014756,-0.9746047062062837,-0.2977648604499815,0.6192984891146094,0
2.3866870437627807,0.9315401040427571,0.8038873617065598,-0.6099605957453905,-1.5906237720992338,-0.8911236828150858,0.6310461480617932,-0.8216088325529332,0
0.839410301221536,0.24067354930477897,1.0881154914148552,-0.2917576579771821,-0.6063571712568716,-0.5489064867477933,-0.3134106058209164,0.26816097993616816,1
2.2594387191109937,-3.389227341625431,0.09594151220650371,3.710403404523925,0.5881684207010374,-4.072013270433864,3.0801134011979086,1.5251045721688485,1
0.884530114902226,0.738657617984602,2.8396472876885266,-1.832432944407408,-1.7811924611823082,-0.2789986291294954,-0.46204617745669174,0.6342107183739907,1
5.6204757997390296,2.4215680435170013,-1.2919759605346506,1.347037826380508,-2.2363380253981573,-1.544976145310999,-0.11365363936715789,-1.9984311180366574,0
-0.01660175358203486,-0.8711606425927017,0.07153692899897546,0.8928565336680585,-2.5910258031237117,1.166173251588702,-0.31219481762796464,-0.4701190090019443,1
2.4048000504880425,-1.0338230120002119,1.4248712350794632,0.9956817708815666,-1.5284589234936137,-2.2709987751306424,2.369429162700268,2.037398704352917,1
-0.43306057603037645,0.5806528881424606,2.242507081121382,-2.485291486236128,-0.4987674602891267,0.2184285997725045,-0.9839864115676157,-1.554121409027668,0
-0.0381469479331385,-1.344011931151878,-1.929816247177332,1.2744054024162397,0.8029978985479,-0.5365068686722206,1.5242425239324902,-2.3904658854099106,1
-0.6538919881888238,-1.4820040914942059,-1.0627872422896347,2.1130227204565184,2.4598085331707495,-1.052481470482526,-1.3173454910455402,-1.039276432563677,0
0.07905459974889767,0.7188234613354528,-0.567272699197376,0.11428507316207737,-0.12976994050723284,0.5258621835456594,0.08440526068303822,1.3515388857600703,1
-1.2155531447152506,-1.871150544457937,-1.041799699378207,1.6722702601859378,0.4544058370993098,0.17759585679868728,0.39048196468860086,-0.19481481417058277,1
-0.6938142873502775,0.834367512279345,1.9875313354148676,-3.2243577451928274,-1.2421101219515487,0.9947165829848146,-0.37316506244833586,-2.3627922233172356,0
0.7609893741988616,1.9207604843394837,0.15380082568020947,0.33873872755178625,-1.5552264426946827,1.418300925033559,-2.4267246198068966,2.469621314456826,0
0.7592123498527913,0.9212244019131359,-1.3065099921656325,1.0337228940572678,-0.5598787573338846,0.6860866073104288,-0.6029340295639591,0.8463868063109522,0
1.0538883260418457,-1.729073079777538,2.2305386258256164,0.4289048199728328,-0.41415797760513107,-2.1263616685335496,-0.2636428261521602,-1.4719954653229483,1
-0.23830916901500415,-0.11774731439815667,0.3610053044548417,1.9923746601850594,0.9854938507789412,-0.19479849659748838,-3.1317249950355412,2.734827329933115,0
-0.9968438297676377,-0.6570195474349354,2.69087170838302,-3.202370877938848,0.18041175734347192,-0.6612541961204581,0.7229161819081555,-3.136300612589566,0
-2.04508726630186,-3.1696635785300407,-0.5956597286460121,1.2591289172119922,2.9498003823355585,-1.4453447258132637,0.9333809633133301,-2.086128237421189,0
-1.1271825224230683,-0.6416621598558643,-0.5469732292581289,0.04951407904469718,0.4906124646678217,0.45645799708654655,0.42618051317581973,-0.36976907046703356,1
-2.925735742167532,-3.0579278801342697,-2.2696437184793212,2.939232424521001,1.8260310634227976,0.7298133069208355,-0.43411570419951984,-0.7093658640949163,1
2.348052012538004,1.1128091862702927,0.8789134365644232,0.23689423437891066,-1.3724140948082812,-0.7964212204901395,-0.528009269895074,1.0378695044256074,0
-2.202785712377657,-2.125568064554879,-3.1972367718940786,2.7179280717716203,2.315174198012484,0.5787489805376871,-0.07187583573701095,-1.3732239602690135,0
0.2502173954265635,-0.16008495456391658,-0.8140274784795363,0.9887536229088547,0.0771294667974255,-0.07773063889832932,0.42221101237381975,0.9220736016561425,0
-4.3115614659897785,0.6795657165705378,-2.038549508357209,-0.3036279050018825,2.1098512727936374,3.6923354895998095,-3.9884681866487215,-1.1264761397069059,1
0.75354925827127,-1.5088111021335568,-0.536985491862376,1.0302470155474217,0.9933184168146253,-2.072657185381596,3.2635377486001844,0.7184580545833055,1
0.12646401521793516,-1.3672722234189525,0.9972647246040505,0.599076966647591,-0.1483280153541629,-1.00555821446388,0.18095369318631283,-0.15946175641881122,1
0.9239265167083412,-1.5755557151717468,3.969013043585573,-1.1711535835703673,-0.9447622634218906,-2.2794373349101167,-0.14940082515556247,-1.664305840848455,0
3.523393281492826,0.7271502563141705,-0.5971061244897444,1.0802526676096966,2.3231755805704313,-3.839099442238845,1.8206903979155813,0.6444223460523459,1
-1.1801308367085843,-1.098140404792508,4.016293337350544,-3.0723601495037123,-0.7040482066566107,-0.8794789225989745,2.3098522673947612,1.6816541517329942,0
-1.4437856813228378,-2.9962058579594784,1.8174467650869413,-1.2451489626331558,2.12464157240431,-2.344374368352341,1.9604185326551105,-3.6057953823592612,0
0.7140741431169924,0.536824808546748,-0.03735443301955077,-0.07256164075917415,0.5755652672380861,-0.6685330829376244,0.14952131741960584,0.33682950131952505,0
-2.265090407009722,-1.9650988693752063,3.4159129152126946,-2.397000440208409,-0.2914224230208171,-0.4428833026037441,2.328498331431196,1.770757642417632,0
0.9579743638798509,-1.3219649750274167,-1.0138184515867796,0.7414292196186465,-2.2784984369635857,-0.02021088856487646,3.0980765542690447,-1.6890976539831815,1
-0.5389442073496116,-3.3927195980555185,-0.8627579259724678,2.281963607319865,1.8618798935661935,-2.2457042440530275,2.8985717683088312,-0.1495021590455553,1
2.992090861348241,-0.14662037088309332,-0.6913755645341724,1.4961114147459744,-1.4150838268036356,-1.6479008565100834,2.438457997161314,0.5297101707880025,1
-3.6539686587880342,-1.8842506068169607,-0.9910469725198059,-0.010608890834886031,3.53605450035925,0.2986246810741219,0.08856732919011723,-1.045176945462004,0
-2.953363710293648,-1.3917321270001521,-1.9909474558473579,1.094778813183963,2.8290656165004457,0.8601423776964103,-0.8539014578637418,-1.0643006062024205,1
-1.6995009903105964,-0.11355565989724031,1.0201836576266625,-2.3918342204847365,0.9284275035651286,0.2940237731953651,0.6891052309521344,-1.3027277242744826,0
1.7093649623626217,1.3409437598085274,-1.3108589278264597,0.5368936220861765,-1.2282626480912884,0.46447044424254524,-0.11742830531581139,-0.564218934654751,1
3.823956869329594,2.1379795040805076,-1.4954329478671453,0.674060704245311,-2.646674692648008,-0.1533718507795775,1.552448332165642,0.3808325260252573,1
-2.2611674215787305,-3.4292929212774985,1.0794707697208377,-0.7504159502171462,3.0396814599187154,-2.212609434385664,2.29789934287603,-2.991350391951267,0
-1.7176492729677075,-0.40635113896464914,1.5303653443597673,-0.6267760252917667,-0.2758511022472445,1.1320977012413547,-2.765159531569089,-0.648246979169802,1
0.6728298915887452,0.8280306590985389,2.3425195434446446,-1.974329374101398,-1.9844514205606618,0.26077943349766197,-0.7062083318802213,-0.696157944483896,0
0.5449387880113828,0.7991572304159892,-0.3145335733865916,0.09422125034962536,1.5534690639779662,-0.7741044696530281,-0.8168980485010005,0.027756408151469403,1
-0.8406046345928542,-3.065495870603833,3.2419441379801386,0.9081123865223222,2.244431474504089,-3.0696332754233175,-1.069791832162065,0.7847445224656506,0
