feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-1.4362538649281178,-0.5380590730857804,1.6599843754048775,0.6939232331912581,0.7731432838693413,0.9719911813491038,1.1280353382856616,-1.2115105579011716,-2.052839347260698,0.7165893397596517,0
1.029180436127967,2.4965551163935844,1.0864176472679712,-1.7941435111986004,-1.444824715851356,1.2789545261775903,-2.0562843238012,-1.6698196919381614,-0.7464760225115135,0.539764512828342,2
0.5991033318635947,-0.5818781389837839,1.4280302419716107,-1.2077593925433523,1.511935627942747,0.10861769771340857,0.8402842891611899,-0.11109531504246428,-1.2061762176863144,0.8091127907313788,1
0.3929135105482163,-0.5085408240127314,-1.9637708217099599,1.5904035685736386,2.6942353659720704,0.6221865399692948,-0.3683447144628631,0.5103417840119253,2.4450652589147195,-0.5691481986725339,0
0.7072313738042767,-1.0881391508572436,0.8515731053536637,1.4751123643098556,4.575373253802623,0.26782983714728603,2.616582374259708,-1.3002496787179738,-1.5257354829086627,-0.1934276285812056,1
-1.333148008477209,3.785636592787201,-0.4267651525191536,-0.24733596389641815,-3.1740678908743964,-0.2231419765624325,-1.878594446853802,-2.233265001588758,-0.4361355397742942,0.33323053499002175,2
-1.4955415364982039,-1.5913412975882202,0.7350925299102764,-0.012298449308057612,-0.3888308142018122,-0.37265973157438204,0.474029767675316,1.5372141657310892,-0.19705106248847756,-0.17284567481411092,1
0.32099756368602317,-2.6882240566362468,1.9129039250573394,1.0022361667029254,-1.023669222275057,-2.4402014420532963,1.9221727397739166,2.9516649689003227,-1.4556883704834185,1.5602555295309308,1
-2.0807405253909783,2.7327565860293177,0.22561576994172183,1.2058184207160432,3.0998009513592972,-0.17107730341444793,0.6614591530188755,-3.1852085754034487,-1.3214088534355968,-0.9367952349593828,1
-1.3015879828033312,-2.590576416126208,3.2501920224263325,-1.853018482897569,0.16063568660779692,1.7640681093034782,2.64352395343037,-1.1725819888570033,-3.9583271365177763,-0.1248868853500674,0
1.879874549421008,-2.949342802649943,-0.9428899730852245,0.5207561203587112,2.2772776117488887,-1.1841395149014158,1.3711056283309184,2.8567520504173958,1.6535104559910407,-0.3278064598765229,1
